Date,Open,High,Low,Close,Volume,Adj Close
2015-07-24,5075.25,5120.640137,5051.140137,5057.359863,104074600,5057.359863
2015-07-23,5122.850098,5122.850098,5067.819824,5086.740234,76980800,5086.740234
2015-07-22,5070.669922,5101.220215,5070.669922,5082.569824,89515800,5082.569824
2015-07-21,5153.850098,5157.240234,5093.77002,5106.569824,88546500,5106.569824
2015-07-20,5134.160156,5184.740234,5130.970215,5142.490234,79072100,5142.490234
2015-07-17,5138.97998,5138.97998,5110.47998,5124.390137,102644300,5124.390137
2015-07-16,5071.899902,5147.399902,5067.75,5121.50,123015200,5121.50
2015-07-15,5027.910156,5055.600098,5017.830078,5047.240234,93627300,5047.240234
2015-07-14,4995.359863,5032.470215,4981.02002,5032.470215,000,5032.470215
2015-07-13,4985.140137,5010.580078,4959.620117,4998.100098,124421200,4998.100098
2015-07-10,4884.049805,4922.629883,4850.939941,4903.069824,139526500,4903.069824
2015-07-09,4667.209961,4777.029785,4655.450195,4757.220215,121520700,4757.220215
2015-07-08,4611.859863,4671.870117,4601.899902,4639.02002,144187300,4639.02002
2015-07-07,4712.629883,4724.540039,4602.160156,4604.640137,163782600,4604.640137
2015-07-06,4709.009766,4775.490234,4699.169922,4711.540039,136187400,4711.540039
2015-07-03,4836.459961,4847.379883,4780.549805,4808.220215,86776200,4808.220215
2015-07-02,4898.549805,4903.509766,4833.140137,4835.560059,100577600,4835.560059
2015-07-01,4849.430176,4941.609863,4813.689941,4883.189941,151634100,4883.189941
2015-06-30,4849.390137,4892.47998,4789.609863,4790.200195,167742900,4790.200195
2015-06-29,4821.450195,4946.620117,4819.029785,4869.819824,171663100,4869.819824
2015-06-26,5010.220215,5095.040039,4985.879883,5059.169922,105581800,5059.169922
2015-06-25,4996.629883,5087.080078,4996.629883,5041.709961,128574400,5041.709961
2015-06-24,5060.580078,5065.740234,5001.669922,5045.350098,137708100,5045.350098
2015-06-23,5045.569824,5078.509766,5024.259766,5057.680176,129386400,5057.680176
2015-06-22,4926.629883,5010.390137,4911.859863,4998.609863,170982500,4998.609863
2015-06-19,4807.580078,4870.52002,4799.27002,4815.370117,000,4815.370117
2015-06-18,4777.910156,4805.009766,4712.970215,4803.47998,135723200,4803.47998
2015-06-17,4845.72998,4858.049805,4773.189941,4790.620117,108775800,4790.620117
2015-06-16,4778.209961,4857.629883,4748.930176,4839.859863,122656600,4839.859863
2015-06-15,4844.950195,4871.069824,4805.100098,4815.359863,106993300,4815.359863
2015-06-12,4962.220215,4973.069824,4852.359863,4901.189941,118044300,4901.189941
