Date,Open,High,Low,Close,Volume,Adj Close
2015-07-24,992.97998,1000.840027,986.359985,987.469971,000,987.469971
2015-07-23,1004.280029,1004.280029,991.570007,995.349976,000,995.349976
2015-07-22,994.630005,1000.22998,994.090027,996.27002,000,996.27002
2015-07-21,1010.559998,1011.359985,998.650024,1000.780029,000,1000.780029
2015-07-20,1007.539978,1015.969971,1006.280029,1008.570007,000,1008.570007
2015-07-17,1006.619995,1006.780029,1001.960022,1004.289978,000,1004.289978
2015-07-16,996.030029,1008.159973,994.97998,1003.640015,000,1003.640015
2015-07-15,985.820007,991.929993,984.460022,990.98999,000,990.98999
2015-07-14,979.330017,985.75,977.080017,985.75,000,985.75
2015-07-13,975.200012,981.559998,972.640015,979.849976,000,979.849976
2015-07-10,959.469971,965.119995,953.450012,962.419983,000,962.419983
2015-07-09,918.719971,939.77002,916.849976,936.659973,000,936.659973
2015-07-08,909.909973,920.159973,907.219971,914.309998,000,914.309998
2015-07-07,927.919983,929.47998,907.780029,908.26001,000,908.26001
2015-07-06,924.799988,937.97998,923.299988,927.299988,000,927.299988
2015-07-03,949.450012,951.440002,939.070007,943.789978,000,943.789978
2015-07-02,960.619995,961.669983,949.320007,949.72998,000,949.72998
2015-07-01,951.630005,967.109985,944.359985,958.47998,000,958.47998
2015-06-30,950.47998,958.539978,940.559998,940.559998,000,940.559998
2015-06-29,944.77002,968.22998,944.77002,954.52002,000,954.52002
2015-06-26,981.119995,995.570007,976.849976,989.299988,000,989.299988
2015-06-25,977.700012,994.690002,977.700012,986.869995,000,986.869995
2015-06-24,990.309998,991.52002,980.299988,987.130005,000,987.130005
2015-06-23,988.200012,995.179993,984.719971,991.02002,000,991.02002
2015-06-22,967.820007,980.710022,965.27002,979.179993,000,979.179993
2015-06-19,943.539978,955.210022,942.469971,946.02002,000,946.02002
2015-06-18,937.51001,942.640015,925.52002,942.640015,000,942.640015
2015-06-17,950.789978,953.080017,936.73999,940.51001,000,940.51001
2015-06-16,936.23999,951.820007,930.700012,948.919983,000,948.919983
2015-06-15,947.859985,952.369995,941.630005,943.599976,000,943.599976
2015-06-12,968.919983,970.77002,950.22998,958.409973,000,958.409973
2015-06-11,963.419983,980.690002,961.98999,971.390015,000,971.390015
2015-06-10,946.469971,967.98999,942.280029,964.650024,000,964.650024
2015-06-09,948.549988,951.960022,936.640015,949.25,000,949.25
2015-06-08,961.23999,962.72998,951.200012,951.200012,000,951.200012
2015-06-05,967.549988,969.820007,956.400024,961.289978,000,961.289978
2015-06-04,977.450012,982.840027,961.090027,973.51001,000,973.51001
2015-06-03,981.429993,992.669983,976.640015,982.26001,000,982.26001
2015-06-02,989.539978,989.539978,972.840027,979.119995,000,979.119995
2015-06-01,987.799988,992.48999,979.799988,984.940002,000,984.940002
2015-05-29,1005.059998,1006.25,983.210022,983.52002,000,983.52002
2015-05-28,1006.669983,1009.530029,998.26001,1004.849976,000,1004.849976
2015-05-27,997.700012,1012.630005,994.830017,1010.539978,000,1010.539978
2015-05-26,1002.169983,1006.640015,991.409973,994.590027,000,994.590027
2015-05-25,1006.429993,1006.429993,999.440002,1002.23999,000,1002.23999
2015-05-22,1007.460022,1008.900024,1002.849976,1006.22998,000,1006.22998
2015-05-21,1003.070007,1007.530029,1000.390015,1007.280029,000,1007.280029
2015-05-20,1000.530029,1006.650024,997.669983,1005.309998,000,1005.309998
2015-05-19,986.530029,1002.059998,986.530029,1001.049988,000,1001.049988
2015-05-18,980.429993,985.320007,967.820007,982.01001,000,982.01001
2015-05-15,987.710022,991.789978,975.169983,979.849976,000,979.849976
2015-05-14,969.98999,986.26001,963.02002,984.02002,000,984.02002
2015-05-13,978.469971,987.090027,970.409973,973.530029,000,973.530029
2015-05-12,979.330017,979.330017,967.099976,974.73999,000,974.73999
2015-05-11,984.960022,986.130005,979.419983,984.539978,000,984.539978
2015-05-08,973.690002,989.76001,970.049988,989.409973,000,989.409973
2015-05-07,961.650024,968.650024,948.650024,966.179993,000,966.179993
2015-05-06,969.26001,975.219971,961.679993,967.219971,000,967.219971
2015-05-05,986.97998,997.619995,967.710022,968.27002,000,968.27002
2015-05-04,985.650024,994.150024,977.52002,988.599976,000,988.599976
2015-05-01,980.919983,989.570007,973.409973,983.710022,000,983.710022
2015-04-30,980.919983,989.570007,973.409973,983.710022,000,983.710022
2015-04-29,1008.969971,1013.469971,982.440002,982.440002,000,982.440002
2015-04-28,1023.690002,1023.690002,1001.97998,1008.409973,000,1008.409973
2015-04-27,1013.539978,1028.550049,1002.390015,1026.199951,000,1026.199951
2015-04-24,1013.48999,1017.570007,1008.369995,1013.619995,000,1013.619995
2015-04-23,1015.190002,1017.710022,1002.50,1009.570007,000,1009.570007
2015-04-22,1017.390015,1020.00,1005.710022,1014.52002,000,1014.52002
2015-04-21,1013.909973,1022.119995,1008.830017,1013.580017,000,1013.580017
2015-04-20,1004.039978,1010.309998,1004.039978,1010.169983,000,1010.169983
2015-04-17,1016.049988,1019.869995,999.77002,1001.580017,000,1001.580017
2015-04-16,1024.410034,1025.349976,1017.070007,1018.190002,000,1018.190002
2015-04-15,1022.450012,1028.150024,1019.799988,1025.170044,000,1025.170044
2015-04-14,1026.50,1028.449951,1015.630005,1020.330017,000,1020.330017
2015-04-13,1023.200012,1028.640015,1020.380005,1027.069946,000,1027.069946
2015-04-10,1020.48999,1023.98999,1018.219971,1023.98999,000,1023.98999
2015-04-09,1007.059998,1016.98999,1006.799988,1016.98999,000,1016.98999
2015-04-08,1006.48999,1008.780029,1001.909973,1003.280029,000,1003.280029
2015-04-07,999.109985,1010.590027,997.23999,1008.210022,000,1008.210022
2015-04-02,989.76001,993.570007,988.830017,992.840027,000,992.840027
2015-04-01,979.48999,997.73999,978.950012,988.869995,000,988.869995
2015-03-31,993.02002,997.400024,982.909973,984.50,000,984.50
2015-03-30,986.52002,995.919983,985.159973,994.049988,000,994.049988
2015-03-27,981.320007,984.799988,977.159973,981.960022,000,981.960022
2015-03-26,976.219971,978.22998,964.76001,978.22998,000,978.22998
2015-03-25,992.52002,995.909973,982.00,983.400024,000,983.400024
2015-03-24,988.390015,998.460022,987.200012,995.630005,000,995.630005
2015-03-23,995.280029,995.280029,988.039978,991.390015,000,991.390015
2015-03-20,991.27002,1000.039978,989.340027,996.900024,000,996.900024
2015-03-19,988.880005,993.710022,984.659973,989.27002,000,989.27002
2015-03-18,988.570007,989.840027,982.890015,988.900024,000,988.900024
2015-03-17,996.700012,998.460022,984.419983,988.22998,000,988.22998
2015-03-16,987.469971,997.289978,987.469971,995.72998,000,995.72998
2015-03-13,984.830017,986.090027,979.049988,986.039978,000,986.039978
2015-03-12,983.929993,986.049988,981.280029,982.640015,000,982.640015
2015-03-11,966.390015,985.440002,966.320007,984.150024,000,984.150024
2015-03-10,972.179993,974.440002,961.900024,962.900024,000,962.900024
2015-03-09,975.890015,977.099976,970.820007,973.799988,000,973.799988
2015-03-06,977.590027,985.380005,977.109985,980.690002,000,980.690002
2015-03-05,970.960022,980.469971,970.630005,979.320007,000,979.320007
2015-03-04,962.690002,969.099976,958.609985,969.099976,000,969.099976
2015-03-03,971.539978,973.51001,959.77002,960.640015,000,960.640015
2015-03-02,972.330017,976.380005,967.97998,971.039978,000,971.039978
2015-02-27,966.559998,973.01001,964.51001,973.01001,000,973.01001
2015-02-26,958.559998,967.450012,957.48999,967.450012,000,967.450012
2015-02-25,960.75,962.50,955.940002,959.22998,000,959.22998
2015-02-24,956.789978,962.869995,954.01001,961.140015,000,961.140015
2015-02-23,954.840027,955.559998,949.950012,955.559998,000,955.559998
2015-02-20,945.51001,947.460022,939.070007,947.299988,000,947.299988
2015-02-19,939.340027,948.72998,935.77002,947.48999,000,947.48999
2015-02-18,937.48999,942.099976,936.530029,941.309998,000,941.309998
2015-02-17,926.820007,934.409973,920.52002,933.299988,000,933.299988
2015-02-16,933.109985,934.070007,930.25,931.030029,000,931.030029
2015-02-13,932.049988,937.140015,930.869995,933.210022,000,933.210022
2015-02-12,920.130005,931.900024,919.390015,928.330017,000,928.330017
2015-02-11,921.340027,923.359985,917.669983,922.01001,000,922.01001
2015-02-10,914.50,925.059998,910.780029,921.469971,000,921.469971
2015-02-09,914.289978,914.630005,905.72998,912.450012,000,912.450012
2015-02-06,922.299988,923.700012,917.640015,921.280029,000,921.280029
2015-02-05,914.330017,923.380005,912.880005,923.299988,000,923.299988
2015-02-04,919.27002,922.390015,912.719971,922.390015,000,922.390015
2015-02-03,912.77002,921.52002,911.359985,918.320007,000,918.320007
2015-02-02,908.130005,913.090027,900.039978,908.210022,000,908.210022
2015-01-30,915.97998,916.559998,902.799988,906.280029,000,906.280029
2015-01-29,901.419983,912.330017,901.419983,912.280029,000,912.280029
2015-01-28,917.599976,917.72998,904.039978,909.719971,000,909.719971
2015-01-27,919.51001,921.109985,906.23999,911.380005,000,911.380005
2015-01-26,907.630005,920.400024,907.630005,920.00,000,920.00
2015-01-23,901.099976,917.619995,900.330017,911.72998,000,911.72998
2015-01-22,882.210022,896.640015,877.929993,894.26001,000,894.26001
2015-01-21,876.219971,881.400024,868.289978,881.400024,000,881.400024
2015-01-20,869.080017,877.599976,868.640015,873.789978,000,873.789978
2015-01-19,864.52002,870.429993,860.669983,866.809998,000,866.809998
2015-01-16,847.820007,863.75,847.51001,862.820007,000,862.820007
2015-01-15,841.73999,853.969971,817.530029,851.799988,000,851.799988
2015-01-14,834.450012,847.969971,830.98999,833.75,000,833.75
2015-01-13,828.669983,848.469971,827.549988,845.299988,000,845.299988
2015-01-12,827.469971,836.950012,822.090027,832.76001,000,832.76001
2015-01-09,835.909973,840.590027,818.950012,824.390015,000,824.390015
2015-01-08,822.75,838.97998,820.559998,837.72998,000,837.72998
2015-01-07,810.650024,816.27002,805.280029,810.940002,000,810.940002
2015-01-06,813.609985,817.23999,803.650024,805.469971,000,805.469971
2015-01-05,831.090027,841.47998,810.869995,811.789978,000,811.789978
